added_by,artist,award,banner,description,downloads,host,listens,official,rating_count,rating_score,release_date,title,tracks,views
doncannon,Sonnie Carson,Bronze,exclusive,"New mixtape from Sonnie Carson ""Most Likely To Succeed"" Hosted by Don Cannon",31783,Don Cannon,16666,1,18,100,04/04/2014,Most Likely To Succeed,16,109827
hustlehearted,Fredo Santana,Bronze,sponsored,,31807,,136451,1,558,86,01/27/2017,Plugged In,13,293244
gotinstrumental,Instrumentals,Bronze,exclusive,Got Instrumentals Volume 39 Hosted By DJ 1Hunnit. Presented By Gotinstrumentals.com. Please follow @daRealDJ1Hunnit & @gotinstrumental on Twitter.,31797,@Gotinstrumental's & @daRealDJ1Hunnit,42000,0,45,80,09/21/2012,Got Instrumentals 39,50,152245
KPReilly02,Verse Simmonds,Bronze,sponsored,,31809,DJ Sense & DJ Trauma,24405,1,64,97,08/19/2011,The Sextape Chronicles 2 (rhythm & Streets Edition),13,103159
flybeats09,Nino Bless,Bronze,exclusive,"Nino Bless officially drops R.O.A.M 2 ""The Greater Fool,"" the sequel to his classic R.O.A.M. mixtape, featuring strong complex lyricism  combined with a unique alternative production sound which Nino has labeled ""Progressive Boom Bap."" Nino cleverly crafts thought provoking rhymes over an original sound that stands out on its own. Features on the mixtape include heavyweights Styles P & Crooked I; as well as his Phantome Digital label mates Cambatta & Ness Lee. This project is brought to you by the label Phantome Digital & The Class of 85 brand.",31811,,20504,1,105,94,01/23/2013,R.O.A.M. 2: The Greater Fool,12,134183
IAmMixtapes,Various Artists,Bronze,sponsored,Follow Us @TheRealDJCortez @DJRAH2K @DJTREYCASH @MixtapeMobb,31827,"@DJRah2K, @TheRealDJCortez @DJTREYCASH",2818,0,7,100,08/28/2012,Glocks & Kilos Vol.3,24,44539
YUNGSAV305,TRAVIS SCOTT,Bronze,,STR8 UP,31868,,169053,0,549,95,01/01/2016,TRAVI$ LA FLAME,27,388386
Omizzle,Master P,Bronze,sponsored,"New mixtape from Master P ""Famous Again""",31869,No Limit Forever,48325,1,184,92,08/06/2013,Famous Again,20,180645
IAmMixtapes,GLC,Bronze,exclusive,"New mixtape from GLC ""Silence of the Lames""",31878,,20218,1,59,97,12/14/2012,Silence Of The Lames,17,97911
DjSpinOff,Lecrae,Bronze,sponsored,"Compilation Mixtape
Follow @Lecrae   @KingdomMixtapes 

Lecrae: From Bet Video Music Awards Cypher  Mixtape

www.KingdomMixtapes.com",31880,Dj SpinOff,26184,0,104,95,10/12/2011,Unashamed,27,135077
Share,"Lil Wayne,  Cassidy",Bronze,,,31879,,179764,0,35,94,05/27/2008,The Beast & The Hustla Part 3,30,0
Exec,Jody Breeze,Bronze,,,31895,Dj Teknikz,126621,0,138,96,09/30/2007,Best Kept Secret 3 (Georgia Muscle 6),24,222279
SMRadioMixtapes,Various Artists,Bronze,sponsored,"Self Made Radio & DJ Goonie Brings You ""The Western Conference 7"" Hosted By Glasses Malone. Contact For Mixtape Hosting & Slots (323) 902-SMMG @SMRadioMixtapes @DJGoonie",31913,"Self Made Radio, DJ Goonie",43071,0,66,95,08/04/2012,The Western Conference 7 Hosted By Glasses Malone,21,94990
Slabhouse,Trey Songz,Bronze,,twitter.com/djtonmixtapes twitter.com/darrin_sodmg for mixtapr covers. for mixtape hosting go to djtonmixtapes@yahoo.com or www.djtonmixtapes.tk,32034,Dj Ton,67433,0,171,96,11/08/2010,Trigga Trey,15,233634
flybeats09,Various Artists,Bronze,exclusive,"HipHopEarly.com x DatPiff.com present ""Hip Hop Early Vol 9"" hosted by DJ Reddy Rell & DJ 5150. Vol 9 features the hottest tracks out in the past week (July 10 - July 16). Look out for Vol 10 next week and visit HipHopEarly.com for new music EARLY! Follow @HipHopEarly @DJReddyRell @DJ5150br",32064,"DJ Reddy Rell, DJ 5150 & HipHopEarly.com",41131,0,42,90,07/17/2012,Hip Hop Early Vol 9,21,156428
IAmMixtapes,Papoose,Bronze,sponsored,"New Mixtape from Papoose hosted by Dj Kay Slay, Dj Whoo Kid, Dj Self, Dj Nu, Dj Drama, Dj Robby Rob, Dj Juanito, Dj Cocoa Shanelle, Jenny Boom Boom, Sasha Victoria, Dj Camilo, Dj Envy",32116,Streetsweepers,51063,1,199,91,04/23/2010,Papoose Season,25,193336
kingdjgetitrite,Uncle Murda,Bronze,sponsored,"New & Unreleased music from Uncle Murda ""Welcome To G-Unit Pt. 2 "" available now!",32124,DJ Get It Rite,95309,0,390,87,07/05/2017,Welcome To G-Unit Pt. 2 ,13,182892
flybeats09,Webbie,Bronze,sponsored,,32141,DJ Fletch & DJ E-Dub,56499,0,113,88,12/23/2010,Webbie's Pt 2,23,170118
DJ_Notags,"Kendrick Lamar, Wiz Khalifa, Game, Earl Sweatshirt And More",Bronze,sponsored,"DJ Notags took a little break but he's back with the biggest industry and underground hits! Dope shit, dope quality and no tags as usual!!",32160,DJ Notags,34099,0,42,71,12/09/2012,What's Poppin' Right Now? Vol.3,20,155328
stitches,Stitches,Bronze,sponsored,"New mixtape from Stitches ""No Snitching Is My Statement""",32174,DJ Ace & DJ Cinemax,46261,1,252,83,04/25/2014,No Snitching Is My Statement,15,161090
AziziGibson,Azizi Gibson,Bronze,sponsored,"Azizi Gibson presents ""Ghost in the Shell"" produced by MiLLz & Jonathan Lowell. 
preHISTORIC Crew
Brainfeeder Records
Who the pHuck are you?",32184,,27017,0,109,96,06/15/2013,Ghost In The Shell,19,158373
flybeats09,Danny Brown & Dopehead,Bronze,sponsored,New free EP from Danny Brown & Dopehead,32191,,28716,1,80,88,09/19/2012,Bruiser Brigade EP,4,177412
flybeats09,Kent Jones,Bronze,exclusive,"Kent Jones x We The Best present ""Tours""",32201,,94466,1,240,92,07/27/2015,Tours,11,233894
blueface,Blueface,Bronze,,,32206,,62540,1,644,46,08/09/2019,Dirt Bag,8,112110
flybeats09,Young Chris,Bronze,sponsored,New mixtape from Young Chris,32208,,55692,1,162,98,11/20/2010,The Re-Introduction,11,155273
flybeats09,Araab Muzik,Bronze,,,32209,J Armz,87251,0,108,96,05/31/2010,How To Be An Mc: Instrumental Kings 5,30,225764
jayeyung,Lil Wayne,Bronze,,check the links tab for full dwnld,32229,,126384,0,151,85,02/06/2010,Tear Drop Tune Part 3,26,343724
ThaRealSouljaIzBack,Speaker Knockerz,Bronze,,MONEY MUSIC--HOTTEST NEW ARTIST-COMPILATION-Finesse Father-Married To The Money-Married 2 The Money II-Rico Story-Dap You Up-Lonely,32240,Dj Billionaire,59328,0,165,97,02/28/2014,Speaker Knockerz,26,172875
hustlehearted,Que,Bronze,sponsored,,32242,Bigga Rankin,139062,1,547,87,10/07/2016,The Dogfather,8,301026
IAmMixtapes,Phil Ade,Bronze,exclusive,"New mixtape from Phil Ade ""A Different World""",32258,,37943,1,175,95,07/19/2011,A Different World,16,143073
flybeats09,The Underachievers ,Bronze,exclusive,"It's always a blessing when The Underachievers release a new project.  Today, they give us their new 10 track offering ""It Happened In Flatbush."" Stream the mixtape now on DatPiff or download the project on itunes: http://itun.es/us/zuUAcb",32261,,240451,1,2061,89,05/15/2016,It Happened In Flatbush,10,569638
flybeats09,I-20,Bronze,exclusive,New mixtape from I-20 hosted by DJ Far & DJ Pain1,32265,DJ Far & DJ Pain1,41172,1,106,92,06/04/2013,The Amphetamine Manifesto 2,10,116899
Moneyman,Money Man,Bronze,,"New mixtape from Money Man ""Paranoia"" available now on DatPiff!",32334,,332784,1,1087,83,05/24/2019,Paranoia,25,341945
DJDaneFoxx,Future,Bronze,,,32358,Dane Foxx,105961,0,34,82,10/23/2015,For Future Consideration,30,225239
hustlehearted,Shabazz,Bronze,,,32384,,3661,1,50,52,08/01/2019,What Now ?,6,10228
Share,Lil Wayne,Bronze,,,32388,"DJ Whiteowl, NY CEO",240810,0,156,90,12/21/2007,New Orleans Nightmare 8 (The Saga Continues),22,385862
beefstewradio,Various Artists,Bronze,sponsored,The Most awaited Mixtape in the game is here Movie drops april,32395,DJ Big Stew,39652,0,55,100,02/19/2013,Eastside Story Movie Mixtape,22,83068
flybeats09,Slim Dunkin,Bronze,sponsored,Hosted by Waka Flocka,32397,DJ Holiday,38306,1,173,90,10/31/2010,Menace II Society,20,131142
Djgrady21,Eminem,Bronze,,REQUESTED MIX OF EMINEM LATEST SONGS OUT. OFFICIAL MIX OF THIS TAPES LINK IS IN THE LINK BOX. FOLLOW ME @THEREALDJGRADY,32404,Dj Grady,81881,0,245,94,11/18/2010,Remission,13,270883
DJQuazar,Hodgy Beats,Bronze,,,32410,,27424,0,137,99,01/25/2011,The Dena Tape,22,161430
Obey2012,Various Artists,Bronze,sponsored,"New Mixtape  from XXL 2012 Freshman Class Hosted By DJ Whoo Kid, T.I. & Diddy",32421,"DJ Whoo Kid, Diddy & T.I.",54916,1,121,64,04/09/2012,XXL 2012's Freshman Class: The Mixtape,23,304697
djpcutta,Gunplay,Bronze,sponsored,TRIPLE C COLOR CUT CLARITY COMING SOON,32455,DJ P-Cutta,36674,1,107,93,05/29/2011,Off Safety,12,158557
flybeats09,GLC,Bronze,exclusive,"New mixtape from GLC ""The Anti Simp""",32450,,17843,1,62,87,08/07/2012,The Anti Simp,17,135375
MikeClassicNYC,Mike Classic,Bronze,sponsored,"Bread Winners Ent. Group releases the highly anticipated mixtape ""Where Amazing Happens"" by Queens, New York Recording Artist Mike Classic. The mixtape includes original production from Track4merz, Jahlil beats, Baron Boys and a featured record with Bad Boy recording artist French Montana. 
Follow Mike Classic on Twitter (@MIKE_CLASSIC) 
Log on to his website (www.mikeclassic.com)",32472,,16707,0,91,96,04/03/2012,Where Amazing Happens,18,127372
CBE434,J.Cole,Bronze,,"This mixtape for all the Cole fans waiting on the New J.Cole album. Now that were only months away from his debut I thought I'd put together a compilation of his unofficial tracks and releases as well as some bonus tracks from when Cole was younger and went by the name ""Therapist."" Check it out and don't forget to go BUY that album September 27th. I know I will.",32475,,58574,0,171,93,07/01/2011,The Last Stretch (Cole World),24,184124
itsbizkit,Stack Bundles & Max B ,Bronze,sponsored,Snatchatape drops the third edition of his Best Of Stack Bundles mixtapes. This one highlights tracks Stack Bundles and Max B recorded together. This is a must for anyone’s Stack Bundles collection. R.I.P. Stack.,32477,Snatchatape,57053,0,110,92,06/12/2011,Best Of Bundles 3  (the Max Bundles Edition Feat. Max B),27,166790
flybeats09,Horseshoe Gang,Bronze,exclusive,,32479,DJ Far,39138,1,73,100,11/21/2013,Mixtape Monthly Vol 1,10,180607
3rdyBaby,Chief Keef & Lil Durk,Bronze,sponsored,"Trap Kombat: Chief Keef Vs. Lil Durk 3rdy Baby front cover
Trap Kombat: Chief Keef Vs. Lil Durk
Various Artists
Hosted by 3rdy Baby, Muzik Fene Released June 13, 2014

Trap Meets Mortal Kombat! New mixtape series brought to you by Dirty Fork's 3rdy Baby & Muzik Fene ""Trap Kombat""! First round Chief Keef Vs. Lil Durk! Mixtape consist of dope records from both Keef & Durk leading you to decide who wins this glorious match up!",32752,"3rdy Baby, Muzik Fene",73465,0,137,91,06/18/2014,Trap Kombat: Chief Keef Vs. Lil Durk ,22,249112
DJIceberg,R. Kelly,Bronze,,A Collection of R.Kelly's most famous bedroom hits!,32766,DJ Iceberg...@thedjiceberg (twitter),62114,0,150,91,01/05/2010,The S.e.x. Tape: Best Of R.kelly,21,201959
YUNG_DIZZY,LIL WEBBIE,Bronze,,"LINKZONLINE.COM PRESENTS: LIL WEBBIE x DJDIZZEE - BORN A SAVAGE | COLLECTION OF LIL WEBBIE MATERIAL FROM SAVAGE LIFE 1, 2 & 3 | 40+ TRACKS DOWNLOAD NOW !  SAVAGE LIFE 3 IN STORES NOVEMBER. 15TH",32795,DJ DIZZEE,81292,0,125,88,11/14/2011,Born A Savage - Lil Webbie,43,235232
gblaq87,GBlaqisKing,Bronze,,Debut mixtape from GBlaqisKing with the help of Play The God and Trife Life Thaj. Contact at GBlaqisKing@gmail.com,32797,Mr. Cinevert,26538,0,17,100,06/27/2014,Training Sessions,10,86234
dabmixtapes,Future,Bronze,,@DJJAZZREALTRAP @Hash_Beatz,32809,"DJ Jazz,HashBeatz",138822,0,460,77,01/13/2016,Straight Outta The Trap,20,317391
el presidente,Fashawn,Bronze,sponsored,"2010 XXL Freshman Cover Boy Fashawn teams up w/ DJ ill Will & DJ Rockstar for Part 2 of his ""Higher Learning"" Mixtape series Presented by XXL Magazine. Includes features from J. Cole, GLC, Tony Williams, Gilbere Forte, Nio Tha Gift, Boaz & More!!

www.twitter.com/fashawn
www.twitter.com/xxlstaff
www.twitter.com/deejayillwill
www.twitter.com/realdjrockstar",32812,"DJ ill Will, DJ Rockstar",31333,1,153,98,02/16/2011,Higher Learning 2,22,132456
DJTCee,"2 Chainz, Tyga, Rick Ross, French, Montana, Various Artists",Bronze,sponsored,Continuation of the Summer Heat Series by DJ TEE CEE supported by CLIQUE VODKA Follow on Twitter @DJTCEE @CLIQUEVODKA visit DJTCEE.COM Catch #TeeCeeTakeover on swurvradio.com every Saturday at 10pm est,32820,@DJTCEE,22092,0,26,85,08/09/2012,Summer Heat Vol. 3,23,98958
karlkani,Stack Bundles,Bronze,exclusive,"Part 3 of Stack Bundles ""Library of a Rockstar"" album series available now on DatPiff!",32830,,18397,1,92,83,08/01/2019,Library Of A Rockstar: Chapter 3,15,34460
2kPlug,Kevin Gates,Bronze,,Kevin Gates fans enjoy this hot mixtape! #SupportersWelcomed #BWA #DjCloutMixtapes Twitter @IamKevinGates @WhosDjClout,32833,,96947,0,107,87,09/10/2015,Label Me Real,13,222505
blizo,MASTER P & Various Artists,Bronze,exclusive,,32840,No Limit Records,119049,0,135,83,01/06/2017,We All We Got,21,347177
AR_AB,AR-AB,Bronze,sponsored,FOLLOW ME @TOPGOONOFPHILLY,32845,WE RUN THE STREETS,61793,1,160,92,02/13/2011,Who Harder Than Me?,16,196515
djchamp,"T.i,t.i.p",Bronze,,the very best of t.i from the beggining up to now,32858,dj champ,59855,0,154,88,06/09/2010,The Best Of T.i,18,189699
yungeenace,Yungeen Ace,Bronze,,"New mixtape from Yungeen Ace ""Chloe"" available now on DatPiff!",32892,,30192,1,256,78,08/02/2019,Chloe,5,65825
kinglouie,King Louie,Bronze,sponsored,"King Louie presents ""6 God Tony""",32909,,129038,1,55,87,10/06/2015,6 God Tony,6,253670
flybeats09,Various Artists,Bronze,sponsored,New mixtape from the 2011 XXL Freshmen hosted by DJ Whoo Kid,32936,DJ Whoo Kid,76937,1,205,87,03/23/2011,XXL 2011's Freshman Class: The Mixtape,25,261554
flybeats09,Troy Ave,Bronze,exclusive,"The 3rd installment of ""Bricks In My Backpack"" from Troy Ave",32935,,53635,1,134,88,06/12/2012,Bricks In My Backpack 3: The Harry Powder Trilogy ,17,222092
MilqMusic330,Stalley,Bronze,sponsored,Intelligent Trunk Music,32944,"Mishka, XXL, Smoking Section, HighSnobiety, DD172",41709,1,272,98,02/10/2011,Lincoln Way Nights (Intelligent Trunk Music),16,165189
flybeats09,Tracy T,Bronze,sponsored,"New mixtape from MMG's Tracy T "" The Wolf Of All Streets"" Hosted by Dj Scream",32951,DJ Scream & MMG,45490,1,132,87,05/27/2014,The Wolf Of All Streets,16,155591
IAmMixtapes,Lil Wayne,Bronze,sponsored,OFFICIAL GANGSTA GRILLZ DEDICATION 4,32972,DJ Drama,132977,0,227,60,02/01/2009,Dedication 4: Gangsta Grillz,15,0
45zoo,Migos,Bronze,,The new mix tape of Migos hosted by Dj Iron Sparks,32987,Iron Sparks,87595,0,90,87,07/29/2015,Migos - Real Street Nigga (hosted By Dj Iron Sparks),13,215383
IAmMixtapes,Short Dawg,Bronze,sponsored,"Young Money's SHORT DAWG teams up with Don Cannon for his 4th installment of 'Southern Flame Spitta' with features from: BIRDMAN, GUDDA GUDDA, STERLING SIMS, LIL WAYNE, TITY BOI, JAZZE PHA, EIGHT BALL & MJG
BEI MAEJOR, SHANEL AKA SNL AND LLOYD",32988,Don Cannon,51306,1,198,93,11/29/2010,Southern Flame Spitta  4,22,176994
ChiCodez,Chi'Codez,Bronze,sponsored,"""First you get the MONEY, then you get the POWER to bring DEATH to all that you don't want in your life, which will then enable you to see your DREAMZ"" - Chi'Codez",32989,,49682,0,15,40,03/03/2016,"Money, Power, Death & Dreamz",14,76435
RichTheKid,Rich The Kid & Rich Forever Music,Bronze,,"New mixtape from Rich The Kid & Rich Forever Music ""Rich Forever 4"" available now on DatPiff!",33038,,71894,1,383,71,08/02/2019,Rich Forever 4,12,125602
gotinstrumental,Instrumentals,Bronze,exclusive,Got Instrumentals Dreasbeats Edition Vol.3 Hosted By Gotinstrumentals.com. Please follow us on twitter at @gotinstrumental & @Dreasbeats.,33052,@gotinstrumental,24058,0,41,85,04/08/2013,Got Instrumentals Dreasbeats Edition Vol. 3,16,75925
YoungWayne88,Future,Bronze,,"New Future Mixtape (APOCALYPSE), 11 Mixes prod by. Wayne2Dope Beats (Beat Flippaz) SUBSCRIBE: youtube.com/BeatFlippazTV Twitter: @BeatFlippaz",33071,Wayne2Dope,114464,0,393,80,05/29/2016,Apocalypse,11,244851
IAmMixtapes,Mysonne,Bronze,exclusive,"New mixtape from Mysonne ""The Definition of a G 2"" hosted by DJ Scream",33075,DJ Scream,18706,1,99,97,06/04/2012,The Definition Of A G 2,20,117220
IAmMixtapes,SGT.WAR SUPERSTAR JAY DJ ROUGHANDZ,Bronze,,"FOLLOW @SGTWAR @DJSUPERSTARJAR @DJROUGHANDZ

SGT.WAR IS BACK HOSTED BY SUPERSTAR JAY & DJ ROUGHANZ ""CLOCKERZ"" FEAT. GANGSTA LOU, STACK BUNDLES, HAFFA HEY, CRHYME-BO$$, SCARLET TYF, CAMILLE MARINE, DOTS, & NELL BANGER. CLOCKERZ MEANS A HUSTLR, A TRAPPER, A GO GETTER. THIS MIXTAPE IS BASED ON A SPIKE LEE MOVIE CALLED CLOCKERS THAT WAS RELEASE IN 1995.",33082,DJ SUPERSTAR JAY & DJ ROUGHANDZ,11384,0,35,89,05/29/2012,Clockerz,17,95152
djchuckboogie,"Jadakiss, Styles P, Sheek Louch, The LOX, Jay-Z, Eve, Snoop Dogg, Notorious BIG, Drake, D Block, Cassidy, Kanye West, Ne-Yo, Rick Ross,Ghostface Killah",Bronze,sponsored,This is a Jadakiss Edition Mixtape featuring other artists. It's not as long in length as most of my mixtapes but I went with quality. So sit back and enjoy and if you a real hip hop head you will enjoy this!,33084,DJ Chuck Boogie,60637,0,127,87,08/25/2010,Kiss The Game Goodbye - Jadakiss Feat. Everybody Edition,18,181216
IAmMixtapes,Andre 3000,Bronze,sponsored,Unofficial Andre 3000 compilation,33102,,60363,0,111,90,10/10/2011,The Myth,20,176873
realsaucewalka,Sauce Walka,Bronze,sponsored,"""The Saucefather"" by Sauce Walka",33118,,123323,1,458,86,06/03/2017,The Saucefather,15,255365
flybeats09,Chubby Jag,Bronze,exclusive,"New mixtape from Chubby Jag hosted by DJ Grady, DJ Far, DJ Hood & DJ Iceberg",33130,"DJ Grady, DJ Far, DJ Hood & DJ Iceberg",34148,1,139,91,01/07/2013,Hell Week (Reloaded),23,152086
gotinstrumental,Instrumentals,Bronze,exclusive,Got Instrumentals 70,33130,GotInstrumentals.com,109294,0,152,88,03/06/2016,Got Instrumentals 70,58,252509
flybeats09,Lil Mouse,Bronze,sponsored,"Capstaylo Presents: Lil Mouse (""The Mixtape""). / Something To Listen To Before The MOUSE TRAP Mixtape Release FOLLOW US:@MouseMyers @Capstaylo",33137,Capstaylo,36715,0,42,86,10/05/2012,"Capstaylo Presents: Lil Mouse (""The Mixtape"")",10,113871
AloxNJ,Que,Silver,exclusive,"New mixtape from Que ""The Sixth Man"" Follow @Que @DatPiff",50249,,110498,1,140,93,03/23/2015,The 6th Man,10,329572
MusicPlug985,Kevin Gates,Silver,,,50252,@OfficialYoungRB,183087,0,713,92,12/15/2015,Really Really (Islah Preview),28,444662
Share,Young Dro,Silver,,,50257,DJ Drama,189053,1,260,97,04/30/2006,Day One,23,362236
flybeats09,YT Triz,Silver,exclusive,"‘Tales From Crime Hill’ hosted by DJ Bigga Rankin & DJ Smokey, features the current single “How Can I Lose” featuring Bobby Shmurda produced by Freeway TJay and the single “Bad Vibes” produced by J. Manifest. Other production on the project includes Cool N Dre, J Rock, Pay Attention, Traxamillion, Elusive Orkestra, The Avengers, Yonny, B Works and Trackslammerz. Follow YT Triz on Twitter @YTriz and Instagram @YTTriz",50279,Bigga Rankin & DJ Smokey Bear,28761,1,94,99,09/01/2014,Tales From Crime Hill,15,175642
tgod815087,Wiz Khalifa,Silver,sponsored,New Wiz Khalifa compilation. CHECK OUT MY OTHER MIXTAPES AT MY PROFILE PAGE BELOW! Enjoy.,50311,DJ JetFly,50351,0,77,77,08/12/2012,Morocco,18,191519
karlkani,Booka600,Silver,,"New project from Booka600 ""World To LA"" available now on DatPiff!",50362,,19552,1,131,70,06/28/2019,Word To La,12,37292
Major_D,MAJOR D,Silver,sponsored,"A LONG AWAITED REINTRODUCTION TO MAJOR D 
Major D. Official SITE:
http://Iammajord.com/

Major D. SOCIAL NETWORK
IG:
https://instagram.com/therealmajor_d

TWITTER:
@therealmajor_d

FACEBOOK:
https://www.facebook.com/therealmajord",50385,,11097,0,17,71,09/20/2015,The Reyes,11,101558
karlkani,03 Greedo & Travis Barker,Silver,,"New EP from 03 Greedo & Travis Barker ""Meet The Drummers"" available now!",50396,,14241,1,154,63,07/05/2019,Meet The Drummers,5,40321
pouya,Pouya,Silver,,"New project from Pouya ""The South Got Something to Say"" available now!",50446,,12583,1,174,76,07/01/2019,The South Got Something To Say,15,33309
Kato,Bun B,Silver,,"Bun B's highly anticipated No Mixtape. Bun has been dropping these freestyles for the past couple of weeks, but here is the finished product with a few added songs.",50490,,101941,1,363,94,02/01/2010,No Mixtape ,28,313487
flybeats09,Fat Trel,Silver,sponsored,"New mixtape from Fat Trel ""SDMG 2""",50542,,192207,1,488,85,06/28/2016,SDMG 2,15,370102
Da_ChiiNk,Mike Will Made It ,Silver,sponsored,"New mixtape from producer Mike Will Made It ""Est. In 1989 Pt 2.5"" hosted by DJ Drama",50611,DJ Drama,53278,1,83,88,12/24/2012,Est. In 1989 Pt 2.5,25,222084
flybeats09,Various Artists,Silver,exclusive,Presented by Most Dope. Put together by TreeJ and mixed by ClockWork Dj.  Follow @treejtv @clockworkdj @willywhips @macmiller @interviewq @therealjuicyj,50632,Treejay & DJ Clockwork,115073,1,235,85,04/20/2011,Piff Jar,15,335958
